ordinal	row_id	manifest_exp_id	source_exp_id	source_method_id	canonical_method_id	method_display	case_id	short_case_id	variant	qpos_path	scene_xml	video_path	contact_mask_path	kin_ref_path	person_idx	hand_collision_variant_id	object_key	object_category	expected_quality	baseline_method_id	baseline_source_exp_id	baseline_variant	baseline_qpos_path	baseline_scene_xml	baseline_contact_mask_path	baseline_kin_ref_path	baseline_status	row_status	notes
94	E162_0094_E156_E155_decay_box004_083_p1	E156	E156	E155_decay	E156_E155_decay	E155_decay	e091_box004_20231003_2_083_p1	box004_083_p1	E156_box004_083_p1_decay	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_decay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p1_decay_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
95	E162_0095_E156_spiderrubberhand_box004_083_p2	E156	E148	spider-rubberhand	E156_spiderrubberhand	spider-rubberhand	e091_box004_20231003_2_083_p2	box004_083_p2	E156_box004_083_p2_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
96	E162_0096_E156_gateA_box004_083_p2	E156	E156	+gateA	E156_gateA	+gateA	e091_box004_20231003_2_083_p2	box004_083_p2	E156_box004_083_p2_gateA	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p2_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_083_p2_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
97	E162_0097_E156_E155_decay_box004_083_p2	E156	E155	E155_decay	E156_E155_decay	E155_decay	e091_box004_20231003_2_083_p2	box004_083_p2	E156_box004_083_p2_decay	workspace/core4d/results/E155/cem/full/E155_box004_083_p2_decay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E155/cem/full/E155_box004_083_p2_decay_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
98	E162_0098_E156_spiderrubberhand_box023_person2	E156	E147	spider-rubberhand	E156_spiderrubberhand	spider-rubberhand	box023_person2	box023_person2	E156_box023_person2_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
99	E162_0099_E156_gateA_box023_person2	E156	E156	+gateA	E156_gateA	+gateA	box023_person2	box023_person2	E156_box023_person2_gateA	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box023_person2_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box023_person2_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
100	E162_0100_E156_E155_decay_box023_person2	E156	E155	E155_decay	E156_E155_decay	E155_decay	box023_person2	box023_person2	E156_box023_person2_decay	workspace/core4d/results/E155/cem/full/E155_box023_person2_decay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E155/cem/full/E155_box023_person2_decay_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
101	E162_0101_E156_spiderrubberhand_box004_082_p1	E156	E147	spider-rubberhand	E156_spiderrubberhand	spider-rubberhand	e091_box004_20231003_2_082_p1	box004_082_p1	E156_box004_082_p1_spider_rubberhand	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
102	E162_0102_E156_gateA_box004_082_p1	E156	E156	+gateA	E156_gateA	+gateA	e091_box004_20231003_2_082_p1	box004_082_p1	E156_box004_082_p1_gateA	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
103	E162_0103_E156_E155_decay_box004_082_p1	E156	E156	E155_decay	E156_E155_decay	E155_decay	e091_box004_20231003_2_082_p1	box004_082_p1	E156_box004_082_p1_decay	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_decay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box004_082_p1_decay_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
104	E162_0104_E156_spiderrubberhand_box026_139_p1	E156	E148	spider-rubberhand	E156_spiderrubberhand	spider-rubberhand	e091_box026_20231023_139_p1	box026_139_p1	E156_box026_139_p1_spider_rubberhand	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
105	E162_0105_E156_gateA_box026_139_p1	E156	E156	+gateA	E156_gateA	+gateA	e091_box026_20231023_139_p1	box026_139_p1	E156_box026_139_p1_gateA	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_gateA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_gateA_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
106	E162_0106_E156_E155_decay_box026_139_p1	E156	E156	E155_decay	E156_E155_decay	E155_decay	e091_box026_20231023_139_p1	box026_139_p1	E156_box026_139_p1_decay	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_decay_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E156/clean8_gate_decay/cem/full/E156_box026_139_p1_decay_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
107	E162_0107_E158_gateA_surfaceBandA_box021_035_p1	E158	E158	gateA+surfaceBand-A	E158_gateA_surfaceBandA	gateA+surfaceBand-A	d003_box021_20231011_035_p1	box021_035_p1	E158_box021_035_p1_gateA_surfaceBandA	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box021_035_p1_gateA_surfaceBandA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box021_035_p1_gateA_surfaceBandA_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
108	E162_0108_E158_gateA_surfaceBandA_box021_035_p2	E158	E158	gateA+surfaceBand-A	E158_gateA_surfaceBandA	gateA+surfaceBand-A	d003_box021_20231011_035_p2	box021_035_p2	E158_box021_035_p2_gateA_surfaceBandA	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box021_035_p2_gateA_surfaceBandA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box021_035_p2_gateA_surfaceBandA_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
109	E162_0109_E158_gateA_surfaceBandA_box021_029_p2	E158	E158	gateA+surfaceBand-A	E158_gateA_surfaceBandA	gateA+surfaceBand-A	d003_box021_20231018_029_p2	box021_029_p2	E158_box021_029_p2_gateA_surfaceBandA	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box021_029_p2_gateA_surfaceBandA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box021_029_p2_gateA_surfaceBandA_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
110	E162_0110_E158_gateA_surfaceBandA_box004_083_p1	E158	E158	gateA+surfaceBand-A	E158_gateA_surfaceBandA	gateA+surfaceBand-A	e091_box004_20231003_2_083_p1	box004_083_p1	E158_box004_083_p1_gateA_surfaceBandA	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box004_083_p1_gateA_surfaceBandA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box004_083_p1_gateA_surfaceBandA_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
111	E162_0111_E158_gateA_surfaceBandA_box004_083_p2	E158	E158	gateA+surfaceBand-A	E158_gateA_surfaceBandA	gateA+surfaceBand-A	e091_box004_20231003_2_083_p2	box004_083_p2	E158_box004_083_p2_gateA_surfaceBandA	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box004_083_p2_gateA_surfaceBandA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box004_083_p2_gateA_surfaceBandA_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
112	E162_0112_E158_gateA_surfaceBandA_box023_person2	E158	E158	gateA+surfaceBand-A	E158_gateA_surfaceBandA	gateA+surfaceBand-A	box023_person2	box023_person2	E158_box023_person2_gateA_surfaceBandA	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box023_person2_gateA_surfaceBandA_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E158/gate_surface_band/cem/full/E158_box023_person2_gateA_surfaceBandA_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
113	E162_0113_E159_gateA_surfaceBandA2_box021_035_p1	E159	E159	gateA+surfaceBand-A2	E159_gateA_surfaceBandA2	gateA+surfaceBand-A2	d003_box021_20231011_035_p1	box021_035_p1	E159_box021_035_p1_gateA_surfaceBandA2	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box021_035_p1_gateA_surfaceBandA2_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box021_035_p1_gateA_surfaceBandA2_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
114	E162_0114_E159_gateA_surfaceBandA2_box021_035_p2	E159	E159	gateA+surfaceBand-A2	E159_gateA_surfaceBandA2	gateA+surfaceBand-A2	d003_box021_20231011_035_p2	box021_035_p2	E159_box021_035_p2_gateA_surfaceBandA2	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box021_035_p2_gateA_surfaceBandA2_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box021_035_p2_gateA_surfaceBandA2_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p2_e107_clean/0/trajectory_kinematic.npz	ok	ok	
115	E162_0115_E159_gateA_surfaceBandA2_box021_029_p2	E159	E159	gateA+surfaceBand-A2	E159_gateA_surfaceBandA2	gateA+surfaceBand-A2	d003_box021_20231018_029_p2	box021_029_p2	E159_box021_029_p2_gateA_surfaceBandA2	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box021_029_p2_gateA_surfaceBandA2_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box021_029_p2_gateA_surfaceBandA2_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
116	E162_0116_E159_gateA_surfaceBandA2_box004_083_p1	E159	E159	gateA+surfaceBand-A2	E159_gateA_surfaceBandA2	gateA+surfaceBand-A2	e091_box004_20231003_2_083_p1	box004_083_p1	E159_box004_083_p1_gateA_surfaceBandA2	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box004_083_p1_gateA_surfaceBandA2_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E159/gate_surface_band_A2/cem/full/E159_box004_083_p1_gateA_surfaceBandA2_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
