case_id	object_key	source_exp	retarget_variant_id	qpos42_path	qpos42_sha256	qpos42_shape	trajectory_kinematic	trajectory_sha256	trajectory_qpos_shape	stage2b_manifest	converted_npz	omniretarget_output_npz	trimmed_npz	manifest_spider_trajectory	manifest_scene_act	solver_family	solver_version	manifest_match
box023_20231011_021_p1	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231011_021_p1_omnirt_scene_act_qpos.npz	0d4f99eac2015a0895d7ad02e32fda4eafa151762f3be3e482334bd43ba9e0aa	(130, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231011_021_p1/0/trajectory_kinematic.npz	269aa1e354e819b134ab5a5c4d9d3b3104ab222e6075c67a45cc4e8fa19ebc19	(130, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_021_p1/converted/20231011-021-person1-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_021_p1/retargeted/20231011-021-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_021_p1/trimmed/20231011-021-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231011_021_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231011_021_p2	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231011_021_p2_omnirt_scene_act_qpos.npz	ea22e24e1be8ff779498abb16a72a4db75759371a6a4667c3b9f7a42a5234412	(129, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231011_021_p2/0/trajectory_kinematic.npz	d996a2c21c5ff2ff1731e435a28aa51e014378e5f5b9ffcf6f12871bbe1525f8	(129, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_021_p2/converted/20231011-021-person2-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_021_p2/retargeted/20231011-021-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_021_p2/trimmed/20231011-021-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231011_021_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231020_039_p2	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231020_039_p2_omnirt_scene_act_qpos.npz	f5e7212799b178fd3ca83d380f2fc82a8417c8cdb7108e5828881a1e3e4c2b56	(95, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_039_p2/0/trajectory_kinematic.npz	c76afcb25ab5c9f6ebfc4d7710cc922db0b0fa7891666b2cc818be6ef251d9cc	(95, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_039_p2/converted/20231020-039-person2-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_039_p2/retargeted/20231020-039-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_039_p2/trimmed/20231020-039-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_039_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231020_040_p1	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231020_040_p1_omnirt_scene_act_qpos.npz	5ca40878f3c22c6b30dd52f947c042afb02b44bcac66375cab0b4d50a3ed63f0	(107, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_040_p1/0/trajectory_kinematic.npz	046e7c094c4b7b5edc0e81502c662a60f2bfaf34eb20700c619664a63c13c548	(107, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_040_p1/converted/20231020-040-person1-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_040_p1/retargeted/20231020-040-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_040_p1/trimmed/20231020-040-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_040_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231020_040_p2	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231020_040_p2_omnirt_scene_act_qpos.npz	318b01cd76e047a96e11151d458ca8ed913d151694113a6274268be07ef5e475	(110, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_040_p2/0/trajectory_kinematic.npz	357a1c0be080c1eee65bc79fa7792f8fa66ebf90c2d3c52a25d916c6c537b2cf	(110, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_040_p2/converted/20231020-040-person2-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_040_p2/retargeted/20231020-040-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_040_p2/trimmed/20231020-040-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_040_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231020_041_p1	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231020_041_p1_omnirt_scene_act_qpos.npz	623d4653852012a38be3dc548705c54791f7b8b334de4732c7ee3b800140fca2	(112, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_041_p1/0/trajectory_kinematic.npz	e9d80a2145823f268314615d6b58372b75e63485c67974593aac0a4c582399a8	(112, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_041_p1/converted/20231020-041-person1-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_041_p1/retargeted/20231020-041-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_041_p1/trimmed/20231020-041-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_041_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231020_042_p1	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231020_042_p1_omnirt_scene_act_qpos.npz	fbbc77765970b4cb7243e527818e6b5d58ddd66054b5d340f9ac5eca790dfe36	(105, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_042_p1/0/trajectory_kinematic.npz	4dba4fa6032e060ca34dac5fe211108d7712c5605fbe62057eabb499b9b43c8f	(105, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_042_p1/converted/20231020-042-person1-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_042_p1/retargeted/20231020-042-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_042_p1/trimmed/20231020-042-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_042_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231020_042_p2	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231020_042_p2_omnirt_scene_act_qpos.npz	d6bd92aa632cb34051cda931466d67f8348c4a627715fd83e1fa3530677e19bc	(107, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_042_p2/0/trajectory_kinematic.npz	98319da08dccffa00dc4e0e36fc602aa8aaf7a5b7bffcd944c94afd9043b61e2	(107, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_042_p2/converted/20231020-042-person2-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_042_p2/retargeted/20231020-042-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231020_042_p2/trimmed/20231020-042-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231020_042_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box024_20231011_027_p1	box024	E173	omnirt_v2	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box024_20231011_027_p1_omnirt_scene_act_qpos.npz	12dce27fa533db7233776d37f6ff407d30e7f83d2fbef7905244db68d748d29f	(132, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box024_20231011_027_p1/0/trajectory_kinematic.npz	656768953528b860d637fbb81d15b6b56e1da1f67c6787f6c86e340a6bb048c6	(132, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/stage2b_manifest_omnirt_v2_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_027_p1/converted/20231011-027-person1-Box024_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_027_p1/retargeted/20231011-027-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_027_p1/trimmed/20231011-027-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box024_20231011_027_p1/0/trajectory_kinematic.npz		omniretarget	v2_phase4_current	FOUND
box024_20231011_027_p2	box024	E173	omnirt_v2	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box024_20231011_027_p2_omnirt_scene_act_qpos.npz	c48576c303b7df747ef67ddc956be082481ac7722d3238e9a011d95ea51cc755	(124, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box024_20231011_027_p2/0/trajectory_kinematic.npz	801993885c5cd2b8849b41eaed17e4fd48cb6882ff94ba89645d41430cb050d1	(124, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/stage2b_manifest_omnirt_v2_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_027_p2/converted/20231011-027-person2-Box024_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_027_p2/retargeted/20231011-027-person2-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_027_p2/trimmed/20231011-027-person2-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box024_20231011_027_p2/0/trajectory_kinematic.npz		omniretarget	v2_phase4_current	FOUND
box024_20231011_028_p1	box024	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box024_20231011_028_p1_omnirt_scene_act_qpos.npz	7fde7aa56aa209fec8b607b7da189064f5b0b8109eab289e4d539a725eefed72	(144, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box024_20231011_028_p1/0/trajectory_kinematic.npz	5e28035c75e30d0e5bc290a3451400e396e1293ab564436c75697bd3b5a2db38	(144, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_028_p1/converted/20231011-028-person1-Box024_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_028_p1/retargeted/20231011-028-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_028_p1/trimmed/20231011-028-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box024_20231011_028_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box024_20231011_028_p2	box024	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box024_20231011_028_p2_omnirt_scene_act_qpos.npz	e7d2098ba054b9fc3355a2d84f1ae29c8a488d50a5f9b49a7bf98bb8349ecfb1	(135, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box024_20231011_028_p2/0/trajectory_kinematic.npz	f19fd1f2f21523efd8182adbbb6f8f025e46e669b652e6db2f0665ab8d4a3391	(135, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_028_p2/converted/20231011-028-person2-Box024_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_028_p2/retargeted/20231011-028-person2-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_028_p2/trimmed/20231011-028-person2-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box024_20231011_028_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box024_20231011_030_p1	box024	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box024_20231011_030_p1_omnirt_scene_act_qpos.npz	911b952533408227ac1fb7d64ae97360428ad3a49977a5b2e14cc57ff99b5fbc	(102, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box024_20231011_030_p1/0/trajectory_kinematic.npz	91dbafafa49af431ce5175671ff0f4ec2ce1581b5fc2615a0e7c2213330c880f	(102, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_030_p1/converted/20231011-030-person1-Box024_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_030_p1/retargeted/20231011-030-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box024_20231011_030_p1/trimmed/20231011-030-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box024_20231011_030_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box024_20231011_031_p1	box024	E173	omnirt_v2	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box024_20231011_031_p1_omnirt_scene_act_qpos.npz	b687825351ad0488d3bbe29238b2e0f9e4ddc93a99635a322821855e10894b14	(68, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box024_20231011_031_p1/0/trajectory_kinematic.npz	75ac30f5d70ab41788b4e9afa24b0ffa00d748f5db4ec18d2576d847052b2fbe	(68, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/stage2b_manifest_omnirt_v2_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_031_p1/converted/20231011-031-person1-Box024_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_031_p1/retargeted/20231011-031-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box024_20231011_031_p1/trimmed/20231011-031-person1-Box024_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box024_20231011_031_p1/0/trajectory_kinematic.npz		omniretarget	v2_phase4_current	FOUND
