# E145 raw_mask_ref_fk full CEM variants
ordinal	variant	case_id	object_key	object_category	person	person_idx	split	ablation	retarget_variant_id	target_variant_id	derived_task	target_scene	trajectory	scene_act	mask_path	mask_kind	override	object_asset	remote_sync_key	handoff_decision	candidate_decision	raw_contact_threshold_label	run_status
48	E145_desk007_20231030_028_p2_raw_mask_ref_fk	desk007_20231030_028_p2	desk007	desk	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk007_20231030_028_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk007_20231030_028_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk007/desk007_m.obj	assets/objects/desk007	HANDOFF_READY	PASS	5cm	to_run
49	E145_desk007_20231030_029_p1_raw_mask_ref_fk	desk007_20231030_029_p1	desk007	desk	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk007_20231030_029_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk007_20231030_029_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk007/desk007_m.obj	assets/objects/desk007	HANDOFF_READY	PASS	5cm	to_run
50	E145_desk007_20231030_029_p2_raw_mask_ref_fk	desk007_20231030_029_p2	desk007	desk	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_029_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk007_20231030_029_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk007_20231030_029_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk007/desk007_m.obj	assets/objects/desk007	HANDOFF_READY	PASS	5cm	to_run
51	E145_desk021_20231008_007_p1_raw_mask_ref_fk	desk021_20231008_007_p1	desk021	desk	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231008_007_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231008_007_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
52	E145_desk021_20231008_007_p2_raw_mask_ref_fk	desk021_20231008_007_p2	desk021	desk	person2	1	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231008_007_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231008_007_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231008_007_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
53	E145_desk021_20231011_010_p1_raw_mask_ref_fk	desk021_20231011_010_p1	desk021	desk	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231011_010_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231011_010_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
54	E145_desk021_20231011_010_p2_raw_mask_ref_fk	desk021_20231011_010_p2	desk021	desk	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_010_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231011_010_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231011_010_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
55	E145_desk021_20231011_011_p1_raw_mask_ref_fk	desk021_20231011_011_p1	desk021	desk	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231011_011_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_011_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_011_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231011_011_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231011_011_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231011_011_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
56	E145_desk021_20231018_099_p2_raw_mask_ref_fk	desk021_20231018_099_p2	desk021	desk	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231018_099_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231018_099_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231018_099_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231018_099_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231018_099_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231018_099_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
57	E145_desk021_20231018_100_p2_raw_mask_ref_fk	desk021_20231018_100_p2	desk021	desk	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231018_100_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231018_100_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231018_100_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231018_100_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231018_100_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231018_100_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
58	E145_desk021_20231020_126_p1_raw_mask_ref_fk	desk021_20231020_126_p1	desk021	desk	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231020_126_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231020_126_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
59	E145_desk021_20231020_126_p2_raw_mask_ref_fk	desk021_20231020_126_p2	desk021	desk	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231020_126_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231020_126_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231020_126_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
60	E145_desk021_20231023_037_p1_raw_mask_ref_fk	desk021_20231023_037_p1	desk021	desk	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk021_20231023_037_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231023_037_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231023_037_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk021_20231023_037_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk021_20231023_037_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk021_20231023_037_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk021/desk021_m.obj	assets/objects/desk021	HANDOFF_READY	PASS	5cm	to_run
61	E145_desk023_20231011_002_p1_raw_mask_ref_fk	desk023_20231011_002_p1	desk023	desk	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231011_002_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231011_002_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
62	E145_desk023_20231011_002_p2_raw_mask_ref_fk	desk023_20231011_002_p2	desk023	desk	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231011_002_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231011_002_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231011_002_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
63	E145_desk023_20231020_116_p1_raw_mask_ref_fk	desk023_20231020_116_p1	desk023	desk	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231020_116_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231020_116_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
64	E145_desk023_20231020_116_p2_raw_mask_ref_fk	desk023_20231020_116_p2	desk023	desk	person2	1	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_116_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231020_116_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231020_116_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
65	E145_desk023_20231020_117_p1_raw_mask_ref_fk	desk023_20231020_117_p1	desk023	desk	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231020_117_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_117_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_117_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231020_117_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231020_117_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231020_117_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
66	E145_desk023_20231023_116_p1_raw_mask_ref_fk	desk023_20231023_116_p1	desk023	desk	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231023_116_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231023_116_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
67	E145_desk023_20231023_116_p2_raw_mask_ref_fk	desk023_20231023_116_p2	desk023	desk	person2	1	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_116_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231023_116_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231023_116_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
68	E145_desk023_20231023_117_p1_raw_mask_ref_fk	desk023_20231023_117_p1	desk023	desk	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231023_117_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_117_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_117_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231023_117_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231023_117_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231023_117_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
69	E145_desk023_20231030_019_p1_raw_mask_ref_fk	desk023_20231030_019_p1	desk023	desk	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk023_20231030_019_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231030_019_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231030_019_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk023_20231030_019_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk023_20231030_019_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk023_20231030_019_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk023/desk023_m.obj	assets/objects/desk023	HANDOFF_READY	PASS	5cm	to_run
